tokenized_quote,tags
"['we', 'fell', 'in', 'love', 'despite', 'our', 'differences', 'and', 'once', 'we', 'did', 'something', 'rare', 'and', 'beautiful', 'was', 'created', 'for', 'me', 'love', 'like', 'that', 'has', 'only', 'happened', 'once', 'and', 'that', 'is', 'why', 'every', 'minute', 'we', 'spent', 'together', 'has', 'been', 'seared', 'in', 'my', 'memory', 'ill', 'never', 'forget', 'a', 'single', 'moment', 'of', 'it']",['love']
"['we', 'loved', 'with', 'a', 'love', 'that', 'was', 'more', 'than', 'love']","['logic', 'love']"
"['going', 'to', 'church', 'doesnât', 'make', 'you', 'a', 'christian', 'any', 'more', 'than', 'going', 'to', 'a', 'garage', 'makes', 'you', 'an', 'automobile']","['automobile', 'car', 'funny', 'humor', 'religious']"
"['reader', 'suppose', 'you', 'were', 'an', 'idiot', 'and', 'suppose', 'you', 'were', 'a', 'member', 'of', 'congress', 'but', 'i', 'repeat', 'myself']","['humor', 'politics']"
"['to', 'love', 'to', 'be', 'loved', 'to', 'never', 'forget', 'your', 'own', 'insignificance', 'to', 'never', 'get', 'used', 'to', 'the', 'unspeakable', 'violence', 'and', 'the', 'vulgar', 'disparity', 'of', 'life', 'around', 'you', 'to', 'seek', 'joy', 'in', 'the', 'saddest', 'places', 'to', 'pursue', 'beauty', 'to', 'its', 'lair', 'to', 'never', 'simplify', 'what', 'is', 'complicated', 'or', 'complicate', 'what', 'is', 'simple', 'to', 'respect', 'strength', 'never', 'power', 'above', 'all', 'to', 'watch', 'to', 'try', 'and', 'understand', 'to', 'never', 'look', 'away', 'and', 'never', 'never', 'to', 'forget']",['life']
"['all', 'the', 'world', 'is', 'made', 'of', 'faith', 'and', 'trust', 'and', 'pixie', 'dust']","['faith', 'life', 'pixie-dust', 'trust']"
"['your', 'task', 'is', 'not', 'to', 'seek', 'for', 'love', 'but', 'merely', 'to', 'seek', 'and', 'find', 'all', 'the', 'barriers', 'within', 'yourself', 'that', 'you', 'have', 'built', 'against', 'it']",['inspirational-love']
"['it', 'is', 'sometimes', 'an', 'appropriate', 'response', 'to', 'reality', 'to', 'go', 'insane']","['insanity', 'madness', 'qotd', 'reality']"
"['and', 'now', 'here', 'is', 'my', 'secret', 'a', 'very', 'simple', 'secret', 'it', 'is', 'only', 'with', 'the', 'heart', 'that', 'one', 'can', 'see', 'rightly', 'what', 'is', 'essential', 'is', 'invisible', 'to', 'the', 'eye']","['heart', 'importance', 'inspiration', 'secret', 'the-little-prince']"
"['books', 'are', 'the', 'perfect', 'entertainment', 'no', 'commercials', 'no', 'batteries', 'hours', 'of', 'enjoyment', 'for', 'each', 'dollar', 'spent', 'what', 'i', 'wonder', 'is', 'why', 'everybody', 'does', 'not', 'carry', 'a', 'book', 'around', 'for', 'those', 'inevitable', 'dead', 'spots', 'in', 'life']",['books']
"['attitude', 'is', 'a', 'choice', 'happiness', 'is', 'a', 'choice', 'optimism', 'is', 'a', 'choice', 'kindness', 'is', 'a', 'choice', 'giving', 'is', 'a', 'choice', 'respect', 'is', 'a', 'choice', 'whatever', 'choice', 'you', 'make', 'makes', 'you', 'choose', 'wisely']","['attitude', 'choice', 'giving', 'happiness', 'inspirational', 'kindness', 'life-and-living', 'life-lessons', 'motivational', 'positive-affirmation']"
"['you', 'can', 'not', 'stay', 'in', 'your', 'corner', 'of', 'the', 'forest', 'waiting', 'for', 'others', 'to', 'come', 'to', 'you', 'you', 'have', 'to', 'go', 'to', 'them', 'sometimes']","['friendship', 'inspirational', 'pooh', 'winnie']"
"['the', 'fault', 'dear', 'brutus', 'is', 'not', 'in', 'our', 'stars', 'but', 'in', 'ourselves']","['self-determination', 'self-responsibility', 'timidity']"
"['out', 'beyond', 'ideas', 'of', 'wrongdoing', 'and', 'rightdoing', 'there', 'is', 'a', 'fieldill', 'meet', 'you', 'therewhen', 'the', 'soul', 'lies', 'down', 'in', 'that', 'grassthe', 'world', 'is', 'too', 'full', 'to', 'talk', 'about']","['friendship', 'love', 'peace', 'silence', 'soul', 'zen']"
"['we', 'have', 'to', 'dare', 'to', 'be', 'ourselves', 'however', 'frightening', 'or', 'strange', 'that', 'self', 'may', 'prove', 'to', 'be']","['authenticity', 'life', 'philosophy', 'self']"
"['this', 'is', 'a', 'good', 'sign', 'having', 'a', 'broken', 'heart', 'it', 'means', 'we', 'have', 'tried', 'for', 'something']","['heartache', 'love']"
"['eleanor', 'was', 'right', 'she', 'never', 'looked', 'nice', 'she', 'looked', 'like', 'art', 'and', 'art', 'was', 'not', 'supposed', 'to', 'look', 'nice', 'it', 'was', 'supposed', 'to', 'make', 'you', 'feel', 'something']","['art', 'love']"
"['is', 'not', 'it', 'nice', 'to', 'think', 'that', 'tomorrow', 'is', 'a', 'new', 'day', 'with', 'no', 'mistakes', 'in', 'it', 'yet']","['beginnings', 'fresh-start', 'inspirational', 'mistake', 'mistakes', 'new-day', 'start-over', 'tomorrow']"
"['i', 'do', 'not', 'care', 'harry', 'yelled', 'at', 'them', 'snatching', 'up', 'a', 'lunascope', 'and', 'throwing', 'it', 'into', 'the', 'fireplace', 'i', 'have', 'had', 'enough', 'i', 'have', 'seen', 'enough', 'i', 'want', 'out', 'i', 'want', 'it', 'to', 'end', 'i', 'do', 'not', 'care', 'anymoreyou', 'do', 'care', 'said', 'dumbledore', 'he', 'had', 'not', 'flinched', 'or', 'made', 'a', 'single', 'move', 'to', 'stop', 'harry', 'demolishing', 'his', 'office', 'his', 'expression', 'was', 'calm', 'almost', 'detached', 'you', 'care', 'so', 'much', 'you', 'feel', 'as', 'though', 'you', 'will', 'bleed', 'to', 'death', 'with', 'the', 'pain', 'of', 'it']","['ache', 'death', 'dumbledore', 'harry-potter', 'hurt', 'life', 'pain']"
"['anyone', 'who', 'lives', 'within', 'their', 'means', 'suffers', 'from', 'a', 'lack', 'of', 'imagination']","['imagination', 'life', 'money']"
"['i', 'do', 'not', 'want', 'people', 'to', 'be', 'very', 'agreeable', 'as', 'it', 'saves', 'me', 'the', 'trouble', 'of', 'liking', 'them', 'a', 'great', 'deal']","['friends', 'humor', 'people']"
"['and', 'i', 'am', 'suppose', 'to', 'sit', 'by', 'while', 'you', 'date', 'boys', 'and', 'fall', 'in', 'love', 'with', 'someone', 'else', 'get', 'married', 'his', 'voice', 'tightened', 'and', 'meanwhile', 'ill', 'die', 'a', 'little', 'bit', 'more', 'every', 'day', 'watching']","['mortal-instruments', 'romance', 'teen-fantasy']"
"['and', 'so', 'the', 'lion', 'fell', 'in', 'love', 'with', 'the', 'lambâ', 'he', 'murmured', 'i', 'looked', 'away', 'hiding', 'my', 'eyes', 'as', 'i', 'thrilled', 'to', 'the', 'wordwhat', 'a', 'stupid', 'lamb', 'i', 'sighedwhat', 'a', 'sick', 'masochistic', 'lion']","['bella', 'edward', 'love']"
"['let', 'us', 'read', 'and', 'let', 'us', 'dance', 'these', 'two', 'amusements', 'will', 'never', 'do', 'any', 'harm', 'to', 'the', 'world']","['dance', 'dancing', 'reading']"
"['unless', 'someone', 'like', 'you', 'cares', 'a', 'whole', 'awful', 'lotnothing', 'is', 'going', 'to', 'get', 'better', 'its', 'not']",['activism']
"['life', 'is', 'a', 'book', 'and', 'there', 'are', 'a', 'thousand', 'pages', 'i', 'have', 'not', 'yet', 'read']","['chapter-24', 'life', 'will-herondale']"
"['there', 'will', 'come', 'a', 'time', 'when', 'all', 'of', 'us', 'are', 'dead', 'all', 'of', 'us', 'there', 'will', 'come', 'a', 'time', 'when', 'there', 'are', 'no', 'human', 'beings', 'remaining', 'to', 'remember', 'that', 'anyone', 'ever', 'existed', 'or', 'that', 'our', 'species', 'ever', 'did', 'anything', 'there', 'will', 'be', 'no', 'one', 'left', 'to', 'remember', 'aristotle', 'or', 'cleopatra', 'let', 'alone', 'you', 'everything', 'that', 'we', 'did', 'and', 'built', 'and', 'wrote', 'and', 'thought', 'and', 'discovered', 'will', 'be', 'forgotten', 'and', 'all', 'of', 'this', 'will', 'have', 'been', 'for', 'naught', 'maybe', 'that', 'time', 'is', 'coming', 'soon', 'and', 'maybe', 'it', 'is', 'millions', 'of', 'years', 'away', 'but', 'even', 'if', 'we', 'survive', 'the', 'collapse', 'of', 'our', 'sun', 'we', 'will', 'not', 'survive', 'forever', 'there', 'was', 'time', 'before', 'organisms', 'experienced', 'consciousness', 'and', 'there', 'will', 'be', 'time', 'after', 'and', 'if', 'the', 'inevitability', 'of', 'human', 'oblivion', 'worries', 'you', 'i', 'encourage', 'you', 'to', 'ignore', 'it', 'god', 'knows', 'thatâs', 'what', 'everyone', 'else', 'does']","['existence', 'life']"
"['deep', 'in', 'the', 'meadow', 'hidden', 'far', 'awaya', 'cloak', 'of', 'leaves', 'a', 'moonbeam', 'rayforget', 'your', 'woes', 'and', 'let', 'your', 'troubles', 'layand', 'when', 'its', 'morning', 'again', 'they', 'will', 'wash', 'awayhere', 'its', 'safe', 'here', 'its', 'warmhere', 'the', 'daisies', 'guard', 'you', 'from', 'every', 'harmhere', 'your', 'dreams', 'are', 'sweet', 'and', 'tomorrow', 'brings', 'them', 'truehere', 'is', 'the', 'place', 'where', 'i', 'love', 'you']","['katniss', 'rue', 'song']"
"['some', 'books', 'should', 'be', 'tasted', 'some', 'devoured', 'but', 'only', 'a', 'few', 'should', 'be', 'chewed', 'and', 'digested', 'thoroughly']","['books', 'reading']"
"['tell', 'me', 'what', 'is', 'it', 'you', 'plan', 'to', 'do', 'with', 'your', 'one', 'wild', 'and', 'precious', 'life']",['poetry']
"['to', 'the', 'people', 'who', 'look', 'at', 'the', 'stars', 'and', 'wish', 'rhysrhys', 'clinked', 'his', 'glass', 'against', 'mine', 'âœto', 'the', 'stars', 'who', 'listenâ', 'and', 'the', 'dreams', 'that', 'are', 'answered']","['a-court-of-mist-and-fury', 'acomaf', 'feyre', 'rhysand']"
"['for', 'those', 'who', 'believe', 'in', 'god', 'most', 'of', 'the', 'big', 'questions', 'are', 'answered', 'but', 'for', 'those', 'of', 'us', 'who', 'can', 'not', 'readily', 'accept', 'the', 'god', 'formula', 'the', 'big', 'answers', 'do', 'not', 'remain', 'stonewritten', 'we', 'adjust', 'to', 'new', 'conditions', 'and', 'discoveries', 'we', 'are', 'pliable', 'love', 'need', 'not', 'be', 'a', 'command', 'nor', 'faith', 'a', 'dictum', 'i', 'am', 'my', 'own', 'god', 'we', 'are', 'here', 'to', 'unlearn', 'the', 'teachings', 'of', 'the', 'church', 'state', 'and', 'our', 'educational', 'system', 'we', 'are', 'here', 'to', 'drink', 'beer', 'we', 'are', 'here', 'to', 'kill', 'war', 'we', 'are', 'here', 'to', 'laugh', 'at', 'the', 'odds', 'and', 'live', 'our', 'lives', 'so', 'well', 'that', 'death', 'will', 'tremble', 'to', 'take', 'us']","['atheism', 'religion']"
"['the', 'planet', 'is', 'fine', 'the', 'people', 'are', 'fucked']","['funny', 'humanity', 'humor']"
"['never', 'laugh', 'at', 'live', 'dragons']","['dragons', 'wisdom']"
"['it', 'is', 'the', 'unknown', 'we', 'fear', 'when', 'we', 'look', 'upon', 'death', 'and', 'darkness', 'nothing', 'more']",['fear-unknown']
"['it', 'is', 'the', 'mark', 'of', 'an', 'educated', 'mind', 'to', 'be', 'able', 'to', 'entertain', 'a', 'thought', 'without', 'accepting', 'it']",['wisdom']
"['i', 'wanted', 'so', 'badly', 'to', 'lie', 'down', 'next', 'to', 'her', 'on', 'the', 'couch', 'to', 'wrap', 'my', 'arms', 'around', 'her', 'and', 'sleep', 'not', 'fuck', 'like', 'in', 'those', 'movies', 'not', 'even', 'have', 'sex', 'just', 'sleep', 'together', 'in', 'the', 'most', 'innocent', 'sense', 'of', 'the', 'phrase', 'but', 'i', 'lacked', 'the', 'courage', 'and', 'she', 'had', 'a', 'boyfriend', 'and', 'i', 'was', 'gawky', 'and', 'she', 'was', 'gorgeous', 'and', 'i', 'was', 'hopelessly', 'boring', 'and', 'she', 'was', 'endlessly', 'fascinating', 'so', 'i', 'walked', 'back', 'to', 'my', 'room', 'and', 'collapsed', 'on', 'the', 'bottom', 'bunk', 'thinking', 'that', 'if', 'people', 'were', 'rain', 'i', 'was', 'drizzle', 'and', 'she', 'was', 'hurricane']",['unrequited-love']
"['when', 'i', 'have', 'a', 'little', 'money', 'i', 'buy', 'books', 'and', 'if', 'i', 'have', 'any', 'left', 'i', 'buy', 'food', 'and', 'clothes']",['books']
"['hereâs', 'to', 'books', 'the', 'cheapest', 'vacation', 'you', 'can', 'buy']",['books-vacation']
"['eating', 'and', 'reading', 'are', 'two', 'pleasures', 'that', 'combine', 'admirably']",['eating-reading']
"['i', 'heard', 'what', 'you', 'said', 'iâm', 'not', 'the', 'silly', 'romantic', 'you', 'think', 'i', 'donât', 'want', 'the', 'heavens', 'or', 'the', 'shooting', 'stars', 'i', 'donât', 'want', 'gemstones', 'or', 'gold', 'i', 'have', 'those', 'things', 'already', 'i', 'wantâa', 'steady', 'hand', 'a', 'kind', 'soul', 'i', 'want', 'to', 'fall', 'asleep', 'and', 'wake', 'knowing', 'my', 'heart', 'is', 'safe', 'i', 'want', 'to', 'love', 'and', 'be', 'loved']","['love', 'romance']"
"['if', 'you', 'expect', 'nothing', 'from', 'somebody', 'you', 'are', 'never', 'disappointed']",['expectations']
"['i', 'believe', 'in', 'everything', 'until', 'its', 'disproved', 'so', 'i', 'believe', 'in', 'fairies', 'the', 'myths', 'dragons', 'it', 'all', 'exists', 'even', 'if', 'its', 'in', 'your', 'mind', 'who', 'is', 'to', 'say', 'that', 'dreams', 'and', 'nightmares', 'are', 'not', 'as', 'real', 'as', 'the', 'here', 'and', 'now']","['beatles', 'dragons', 'dreamers', 'dreaming', 'dreams', 'fairies', 'faith', 'mythology', 'nightmares', 'reality', 'truth']"
"['reading', 'is', 'one', 'form', 'of', 'escape', 'running', 'for', 'your', 'life', 'is', 'another']",['humor-reading']
"['how', 'lucky', 'i', 'am', 'to', 'have', 'known', 'somebody', 'and', 'something', 'that', 'saying', 'goodbye', 'to', 'is', 'so', 'damned', 'awful']",['misattributed-to-a-a-milne']
"['every', 'saint', 'has', 'a', 'past', 'and', 'every', 'sinner', 'has', 'a', 'future']",['saint-sinner']
"['the', 'secret', 'of', 'life', 'though', 'is', 'to', 'fall', 'seven', 'times', 'and', 'to', 'get', 'up', 'eight', 'times']",['wisdom']
"['i', 'might', 'be', 'in', 'love', 'with', 'you', 'he', 'smiles', 'a', 'little', 'i', 'am', 'waiting', 'until', 'i', 'am', 'sure', 'to', 'tell', 'you', 'though']",['humorous']
"['a', 'guy', 'and', 'a', 'girl', 'can', 'be', 'just', 'friends', 'but', 'at', 'one', 'point', 'or', 'another', 'they', 'will', 'fall', 'for', 'each', 'othermaybe', 'temporarily', 'maybe', 'at', 'the', 'wrong', 'time', 'maybe', 'too', 'late', 'or', 'maybe', 'forever']","['dave-matthews', 'friends', 'love', 'relationships']"
"['the', 'more', 'i', 'know', 'of', 'the', 'world', 'the', 'more', 'i', 'am', 'convinced', 'that', 'i', 'shall', 'never', 'see', 'a', 'man', 'whom', 'i', 'can', 'really', 'love', 'i', 'require', 'so', 'much']","['love', 'requirements']"
"['hope', 'is', 'the', 'thing', 'with', 'feathers', 'that', 'perches', 'in', 'the', 'soul', 'and', 'sings', 'the', 'tune', 'without', 'the', 'words', 'and', 'never', 'stops', 'at', 'all']","['feathers', 'hope', 'inspirational', 'souls']"
"['any', 'fool', 'can', 'know', 'the', 'point', 'is', 'to', 'understand']","['knowledge', 'learning', 'understanding', 'wisdom']"
"['reality', 'is', 'merely', 'an', 'illusion', 'albeit', 'a', 'very', 'persistent', 'one']",['reality']
"['do', 'you', 'remember', 'back', 'at', 'the', 'hotel', 'when', 'you', 'promised', 'that', 'if', 'we', 'lived', 'youâd', 'get', 'dressed', 'up', 'in', 'a', 'nurseâs', 'outfit', 'and', 'give', 'me', 'a', 'sponge', 'bath', 'asked', 'jaceit', 'was', 'simon', 'who', 'promised', 'you', 'the', 'sponge', 'bathas', 'soon', 'as', 'iâm', 'back', 'on', 'my', 'feet', 'handsome', 'said', 'simoni', 'knew', 'we', 'should', 'have', 'left', 'you', 'a', 'rat']","['bath', 'clary-fray', 'humor', 'jace-wayland', 'simon-lewis']"
"['you', 'can', 'talk', 'with', 'someone', 'for', 'years', 'everyday', 'and', 'still', 'it', 'will', 'not', 'mean', 'as', 'much', 'as', 'what', 'you', 'can', 'have', 'when', 'you', 'sit', 'in', 'front', 'of', 'someone', 'not', 'saying', 'a', 'word', 'yet', 'you', 'feel', 'that', 'person', 'with', 'your', 'heart', 'you', 'feel', 'like', 'you', 'have', 'known', 'the', 'person', 'for', 'forever', 'connections', 'are', 'made', 'with', 'the', 'heart', 'not', 'the', 'tongue']","['affection', 'communication', 'heartwarming', 'human-connections', 'human-nature', 'humanism', 'humanity', 'inspirational', 'inspirational-life', 'inspirational-love', 'inspirational-quotes', 'relationships']"
"['those', 'who', 'dream', 'by', 'day', 'are', 'cognizant', 'of', 'many', 'things', 'which', 'escape', 'those', 'who', 'dream', 'only', 'by', 'night']","['day', 'dreaming', 'dreams', 'night']"
"['i', 'took', 'a', 'deep', 'breath', 'and', 'listened', 'to', 'the', 'old', 'brag', 'of', 'my', 'heart', 'i', 'am', 'i', 'am', 'i', 'am']","['breath', 'existence']"
"['one', 'remember', 'to', 'look', 'up', 'at', 'the', 'stars', 'and', 'not', 'down', 'at', 'your', 'feet', 'two', 'never', 'give', 'up', 'work', 'work', 'gives', 'you', 'meaning', 'and', 'purpose', 'and', 'life', 'is', 'empty', 'without', 'it', 'three', 'if', 'you', 'are', 'lucky', 'enough', 'to', 'find', 'love', 'remember', 'it', 'is', 'there', 'and', 'do', 'not', 'throw', 'it', 'away']","['philosophy', 'science']"
"['sometimes', 'you', 'climb', 'out', 'of', 'bed', 'in', 'the', 'morning', 'and', 'you', 'think', 'i', 'am', 'not', 'going', 'to', 'make', 'it', 'but', 'you', 'laugh', 'inside', 'â', 'remembering', 'all', 'the', 'times', 'you', 'have', 'felt', 'that', 'way']",['humour']
"['the', 'world', 'is', 'a', 'book', 'and', 'those', 'who', 'do', 'not', 'travel', 'read', 'only', 'one', 'page']","['allegory', 'books', 'broad-mindedness', 'classic', 'education', 'imagery', 'travel', 'world']"
"['there', 'are', 'no', 'good', 'girls', 'gone', 'wrong', 'just', 'bad', 'girls', 'found', 'out']",['women']
"['you', 'get', 'a', 'little', 'moody', 'sometimes', 'but', 'i', 'think', 'that', 'is', 'because', 'you', 'like', 'to', 'read', 'people', 'that', 'like', 'to', 'read', 'are', 'always', 'a', 'little', 'fucked', 'up']","['books', 'reading']"
"['never', 'go', 'to', 'bed', 'mad', 'stay', 'up', 'and', 'fight']","['anger', 'funny', 'sleep']"
"['donât', 'go', 'around', 'saying', 'the', 'world', 'owes', 'you', 'a', 'living', 'the', 'world', 'owes', 'you', 'nothing', 'it', 'was', 'here', 'first']","['living', 'world']"
"['if', 'we', 'knew', 'what', 'it', 'was', 'we', 'were', 'doing', 'it', 'would', 'not', 'be', 'called', 'research', 'would', 'it']",['science']
"['one', 'day', 'i', 'will', 'find', 'the', 'right', 'words', 'and', 'they', 'will', 'be', 'simple']","['dharma', 'simplicity', 'writing']"
"['life', 'can', 'only', 'be', 'understood', 'backwards', 'but', 'it', 'must', 'be', 'lived', 'forwards']","['future', 'life', 'past', 'reflection', 'understanding']"
"['faithless', 'is', 'he', 'that', 'says', 'farewell', 'when', 'the', 'road', 'darkens']",['faith']
"['pain', 'is', 'inevitable', 'suffering', 'is', 'optional']","['inspirational', 'running']"
"['if', 'a', 'cluttered', 'desk', 'is', 'a', 'sign', 'of', 'a', 'cluttered', 'mind', 'of', 'what', 'then', 'is', 'an', 'empty', 'desk', 'a', 'sign']","['human', 'humor', 'misattributed-einstein', 'philosophy', 'stupidity']"
"['i', 'am', 'not', 'young', 'enough', 'to', 'know', 'everything']",['age']
"['we', 'live', 'and', 'breathe', 'words', 'it', 'was', 'books', 'that', 'made', 'me', 'feel', 'that', 'perhaps', 'i', 'was', 'not', 'completely', 'alone', 'they', 'could', 'be', 'honest', 'with', 'me', 'and', 'i', 'with', 'them', 'reading', 'your', 'words', 'what', 'you', 'wrote', 'how', 'you', 'were', 'lonely', 'sometimes', 'and', 'afraid', 'but', 'always', 'brave', 'the', 'way', 'you', 'saw', 'the', 'world', 'its', 'colors', 'and', 'textures', 'and', 'sounds', 'i', 'felti', 'felt', 'the', 'way', 'you', 'thought', 'hoped', 'felt', 'dreamt', 'i', 'felt', 'i', 'was', 'dreaming', 'and', 'thinking', 'and', 'feeling', 'with', 'you', 'i', 'dreamed', 'what', 'you', 'dreamed', 'wanted', 'what', 'you', 'wantedand', 'then', 'i', 'realized', 'that', 'truly', 'i', 'just', 'wanted', 'you']","['dreams', 'letters', 'love', 'love-at-first-sight', 'power-of-words', 'writing']"
"['i', 'have', 'no', 'special', 'talents', 'i', 'am', 'only', 'passionately', 'curious']",['inspirational-life']
"['i', 'like', 'work', 'it', 'fascinates', 'me', 'i', 'can', 'sit', 'and', 'look', 'at', 'it', 'for', 'hours']","['humor', 'work']"
"['do', 'not', 'be', 'pushed', 'around', 'by', 'the', 'fears', 'in', 'your', 'mind', 'be', 'led', 'by', 'the', 'dreams', 'in', 'your', 'heart']","['dreams', 'fearless', 'heart', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'mind', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
"['when', 'i', 'was', '5', 'years', 'old', 'my', 'mother', 'always', 'told', 'me', 'that', 'happiness', 'was', 'the', 'key', 'to', 'life', 'when', 'i', 'went', 'to', 'school', 'they', 'asked', 'me', 'what', 'i', 'wanted', 'to', 'be', 'when', 'i', 'grew', 'up', 'i', 'wrote', 'down', 'âhappyâ', 'they', 'told', 'me', 'i', 'didnât', 'understand', 'the', 'assignment', 'and', 'i', 'told', 'them', 'they', 'didnât', 'understand', 'life']","['inspirational', 'life']"
"['if', 'you', 'are', 'reading', 'thiscongratulations', 'you', 'are', 'aliveif', 'that', 'is', 'not', 'something', 'to', 'smile', 'aboutthen', 'i', 'do', 'not', 'know', 'what', 'is']","['alive', 'congratulations', 'hope', 'humanity', 'inspiration', 'inspirational', 'inspire', 'life', 'poetry', 'smile', 'wisdom']"
"['that', 'is', 'always', 'seemed', 'so', 'ridiculous', 'to', 'me', 'that', 'people', 'want', 'to', 'be', 'around', 'someone', 'because', 'they', 'are', 'pretty', 'its', 'like', 'picking', 'your', 'breakfeast', 'cereals', 'based', 'on', 'color', 'instead', 'of', 'taste']","['attraction', 'beauty', 'popularity']"
"['sarcasm', 'is', 'the', 'last', 'refuge', 'of', 'the', 'imaginatively', 'bankrupt']","['clary', 'jace', 'sarcasm']"
"['malachi', 'scowled', 'i', 'do', 'not', 'remember', 'the', 'clave', 'inviting', 'you', 'into', 'the', 'glass', 'city', 'magnus', 'banethey', 'did', 'not', 'magnus', 'said', 'your', 'wards', 'are', 'downreally', 'the', 'consuls', 'voice', 'dripped', 'sarcasm', 'i', 'had', 'not', 'noticedmagnus', 'looked', 'concerned', 'that', 'is', 'terrible', 'someone', 'should', 'have', 'told', 'you', 'he', 'glanced', 'at', 'luke', 'tell', 'him', 'the', 'wards', 'are', 'down']","['consul', 'humor', 'magnus-bane', 'sarcasm']"
"['i', 'have', 'decided', 'to', 'stick', 'to', 'lovehate', 'is', 'too', 'great', 'a', 'burden', 'to', 'bear']","['hate', 'love']"
"['i', 'wanted', 'you', 'to', 'see', 'what', 'real', 'courage', 'is', 'instead', 'of', 'getting', 'the', 'idea', 'that', 'courage', 'is', 'a', 'man', 'with', 'a', 'gun', 'in', 'his', 'hand', 'its', 'when', 'you', 'know', 'you', 'are', 'licked', 'before', 'you', 'begin', 'but', 'you', 'begin', 'anyway', 'and', 'see', 'it', 'through', 'no', 'matter', 'what', 'atticus', 'finch']","['atticus-finch', 'courage']"
"['always', 'do', 'what', 'you', 'are', 'afraid', 'to', 'do']",['inspirational']
"['a', 'life', 'spent', 'making', 'mistakes', 'is', 'not', 'only', 'more', 'honorable', 'but', 'more', 'useful', 'than', 'a', 'life', 'spent', 'doing', 'nothing']","['art', 'life']"
"['they', 'say', 'a', 'person', 'needs', 'just', 'three', 'things', 'to', 'be', 'truly', 'happy', 'in', 'this', 'world', 'someone', 'to', 'love', 'something', 'to', 'do', 'and', 'something', 'to', 'hope', 'for']","['happiness', 'hope', 'joy', 'love', 'wishing']"
"['i', 'have', 'never', 'been', 'lonely', 'i', 'have', 'been', 'in', 'a', 'room', 'i', 'have', 'felt', 'suicidal', 'i', 'have', 'been', 'depressed', 'i', 'have', 'felt', 'awful', 'awful', 'beyond', 'all', 'but', 'i', 'never', 'felt', 'that', 'one', 'other', 'person', 'could', 'enter', 'that', 'room', 'and', 'cure', 'what', 'was', 'bothering', 'meor', 'that', 'any', 'number', 'of', 'people', 'could', 'enter', 'that', 'room', 'in', 'other', 'words', 'loneliness', 'is', 'something', 'i', 'have', 'never', 'been', 'bothered', 'with', 'because', 'i', 'have', 'always', 'had', 'this', 'terrible', 'itch', 'for', 'solitude', 'its', 'being', 'at', 'a', 'party', 'or', 'at', 'a', 'stadium', 'full', 'of', 'people', 'cheering', 'for', 'something', 'that', 'i', 'might', 'feel', 'loneliness', 'ill', 'quote', 'ibsen', 'the', 'strongest', 'men', 'are', 'the', 'most', 'alone', 'i', 'have', 'never', 'thought', 'well', 'some', 'beautiful', 'blonde', 'will', 'come', 'in', 'here', 'and', 'give', 'me', 'a', 'fuckjob', 'rub', 'my', 'balls', 'and', 'ill', 'feel', 'good', 'no', 'that', 'will', 'not', 'help', 'you', 'know', 'the', 'typical', 'crowd', 'wow', 'its', 'friday', 'night', 'what', 'are', 'you', 'going', 'to', 'do', 'just', 'sit', 'there', 'well', 'yeah', 'because', 'there', 'is', 'nothing', 'out', 'there', 'its', 'stupidity', 'stupid', 'people', 'mingling', 'with', 'stupid', 'people', 'let', 'them', 'stupidify', 'themselves', 'i', 'have', 'never', 'been', 'bothered', 'with', 'the', 'need', 'to', 'rush', 'out', 'into', 'the', 'night', 'i', 'hid', 'in', 'bars', 'because', 'i', 'did', 'not', 'want', 'to', 'hide', 'in', 'factories', 'that', 'is', 'all', 'sorry', 'for', 'all', 'the', 'millions', 'but', 'i', 'have', 'never', 'been', 'lonely', 'i', 'like', 'myself', 'i', 'am', 'the', 'best', 'form', 'of', 'entertainment', 'i', 'have', 'let', 'us', 'drink', 'more', 'wine']",['loneliness']
"['there', 'is', 'neither', 'happiness', 'nor', 'misery', 'in', 'the', 'world', 'there', 'is', 'only', 'the', 'comparison', 'of', 'one', 'state', 'with', 'another', 'nothing', 'more', 'he', 'who', 'has', 'felt', 'the', 'deepest', 'grief', 'is', 'best', 'able', 'to', 'experience', 'supreme', 'happiness', 'we', 'must', 'have', 'felt', 'what', 'it', 'is', 'to', 'die', 'morrel', 'that', 'we', 'may', 'appreciate', 'the', 'enjoyments', 'of', 'life', 'live', 'then', 'and', 'be', 'happy', 'beloved', 'children', 'of', 'my', 'heart', 'and', 'never', 'forget', 'that', 'until', 'the', 'day', 'god', 'will', 'deign', 'to', 'reveal', 'the', 'future', 'to', 'man', 'all', 'human', 'wisdom', 'is', 'contained', 'in', 'these', 'two', 'words', 'wait', 'and', 'hope']","['hope', 'inspirational', 'wisdom']"
"['monsters', 'are', 'real', 'and', 'ghosts', 'are', 'real', 'too', 'they', 'live', 'inside', 'us', 'and', 'sometimes', 'they', 'win']",['life']
"['what', 'is', 'meant', 'to', 'be', 'will', 'always', 'find', 'a', 'way']","['fate', 'inspiration', 'love']"
